brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_group,car_age,price_per_hp,price_per_liter,age_bucket,price_bucket
peugeot,3008,Peugeot 3008,79000.0,2018,1,120.0,0,diesel,1.6,0,1,1,1,0,0,Other,7,658.3333333333334,49375.0,7-10,50-100k
nissan,qashqai,Nissan Qashqai,52375.0,2017,2,115.0,0,petrol,1.2,0,1,1,1,0,0,Budget,8,455.4347826086956,43645.833333333336,7-10,50-100k
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,202000.0,2021,1,286.0,1,petrol,3.6,1,1,0,0,0,0,Other,4,706.2937062937064,56111.11111111111,4-6,200-400k
subaru,impreza,Subaru Impreza Turbo,80000.0,2005,8,225.0,1,petrol,2.0,1,1,0,0,0,0,Other,20,355.55555555555554,40000.0,15+,50-100k
alfa romeo,giulietta,Alfa Romeo Giulietta,82000.0,2017,2,240.0,0,petrol,1.7,0,1,1,1,0,0,Other,8,341.6666666666667,48235.29411764706,7-10,50-100k
cadillac,xt4,Cadillac XT4,194000.0,2022,2,,0,petrol,2.0,0,0,1,0,1,1,Luxury,3,,97000.0,0-3,100-200k
hyundai,tucson,Hyundai Tucson,103000.0,2021,1,156.0,0,petrol,2.0,1,1,1,0,0,0,Budget,4,660.2564102564103,51500.0,4-6,100-200k
renault,megane grand coupe,Renault Megane Grand Coupe,65000.0,2020,1,116.0,0,diesel,1.5,0,1,1,1,0,0,Budget,5,560.3448275862069,43333.333333333336,4-6,50-100k
seat,arona,Seat Arona,76800.0,2021,1,110.0,0,petrol,1.0,0,1,1,0,1,1,Budget,4,698.1818181818181,76800.0,4-6,50-100k
audi,q2,Audi Q2,85000.0,2017,1,150.0,0,petrol,1.4,0,1,1,0,1,1,Luxury,8,566.6666666666666,60714.28571428572,7-10,50-100k
kia,ceed,Kia CEED / CEED,59900.0,2020,1,140.0,0,petrol,1.4,0,1,1,1,0,0,Budget,5,427.85714285714283,42785.71428571429,4-6,50-100k
skoda,scala,Skoda Scala,71000.0,2020,1,115.0,0,petrol,1.0,1,0,0,0,0,0,Budget,5,617.3913043478261,71000.0,4-6,50-100k
toyota,hilux,Toyota Hilux 2X4,161000.0,2021,1,150.0,0,diesel,2.4,1,1,1,0,0,0,Budget,4,1073.3333333333333,67083.33333333334,4-6,100-200k
renault,grand scenic,Renault Grand Scenic,79000.0,2020,1,140.0,0,petrol,1.3,1,1,1,0,0,0,Budget,5,564.2857142857143,60769.230769230766,4-6,50-100k
hyundai,santa fe,Hyundai Santa Fe,59900.0,2013,2,192.0,1,petrol,2.4,1,1,0,0,0,0,Budget,12,311.9791666666667,24958.333333333336,11-15,50-100k
audi,q2,Audi Q2,90000.0,2018,3,,0,petrol,1.0,0,1,1,0,1,1,Luxury,7,,90000.0,7-10,50-100k
kia,soul,Kia Soul,6000.0,2013,3,140.0,0,petrol,1.6,1,1,0,0,0,0,Budget,12,42.857142857142854,3750.0,11-15,0-50k
tesla,model 3,Tesla Model 3,183000.0,2021,1,498.0,1,electric,,1,0,0,1,0,0,Luxury,4,367.4698795180723,,4-6,100-200k
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,180000.0,2019,2,286.0,1,petrol,3.6,1,1,1,0,0,0,Other,6,629.3706293706293,50000.0,4-6,100-200k
kia,niro hybrid,Kia Niro Hybrid,94000.0,2019,3,141.0,0,hybrid,1.6,0,1,1,0,0,0,Budget,6,666.6666666666666,58750.0,4-6,50-100k
toyota,auris hybrid,Toyota Auris Hybrid,65000.0,2018,2,99.0,0,hybrid,1.8,0,1,0,1,0,0,Budget,7,656.5656565656566,36111.11111111111,7-10,50-100k
mitsubishi,attrage,Mitsubishi Atrage,19000.0,2015,5,80.0,0,petrol,1.2,1,1,0,0,0,0,Other,10,237.5,15833.333333333334,7-10,0-50k
honda,accord,Honda Accord,44000.0,2015,3,156.0,0,petrol,2.0,1,1,0,0,0,0,Budget,10,282.05128205128204,22000.0,7-10,0-50k
jeep,compass,Jeep Compass,21800.0,2011,4,168.0,1,petrol,2.4,0,1,0,0,0,0,Other,14,129.76190476190476,9083.333333333334,11-15,0-50k
skoda,kodiaq,Skoda Kodiaq,125000.0,2019,2,150.0,0,diesel,2.0,1,0,0,0,0,0,Budget,6,833.3333333333334,62500.0,4-6,100-200k
chevrolet,malibu,Chevrolet Malibu,21000.0,2014,2,259.0,0,electric,2.0,1,1,1,0,0,0,Budget,11,81.08108108108108,10500.0,11-15,0-50k
alfa romeo,mito,Alfa Romeo Mito / MITO,45000.0,2016,2,170.0,0,petrol,1.4,1,1,0,1,0,0,Other,9,264.70588235294116,32142.857142857145,7-10,0-50k
suzuki,jimny,Suzuki Jimny,35000.0,2008,3,85.0,1,petrol,1.3,1,1,0,0,0,0,Budget,17,411.7647058823529,26923.076923076922,15+,0-50k
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,116000.0,2014,3,241.0,1,diesel,3.0,0,0,0,0,0,0,Other,11,481.3278008298755,38666.666666666664,11-15,100-200k
ford,edge,Ford Edge / EDGE,49900.0,2014,3,240.0,0,petrol,2.0,1,1,0,0,0,0,Other,11,207.91666666666666,24950.0,11-15,0-50k
mitsubishi,pajero,Mitsubishi Pajero long,125000.0,2014,3,200.0,1,diesel,3.2,1,1,0,0,0,0,Other,11,625.0,39062.5,11-15,100-200k
chevrolet,camaro,Chevrolet Camaro,195000.0,2021,2,275.0,0,electric,2.0,1,1,1,0,0,0,Budget,4,709.0909090909091,97500.0,4-6,100-200k
mitsubishi,pajero,Mitsubishi Pajero short,69000.0,2009,5,170.0,1,diesel,3.2,1,1,0,0,0,0,Other,16,405.88235294117646,21562.5,15+,50-100k
skoda,rapid,Skoda Rapid,27500.0,2013,3,122.0,0,petrol,1.4,1,0,0,1,0,0,Budget,12,225.40983606557376,19642.857142857145,11-15,0-50k
ford,explorer,Ford Explorer,73825.0,2012,5,290.0,1,petrol,3.5,1,1,0,0,1,1,Other,13,254.56896551724137,21092.85714285714,11-15,50-100k
dacia,unknown,Dacia stabs,59900.0,2021,1,95.0,0,diesel,1.5,1,0,1,1,0,0,Budget,4,630.5263157894736,39933.333333333336,4-6,50-100k
mitsubishi,asx,Mitsubishi ASX,75000.0,2018,2,150.0,0,petrol,2.0,1,1,1,0,0,0,Other,7,500.0,37500.0,7-10,50-100k
volkswagen,passat,Volkswagen Passat,67000.0,2017,1,180.0,0,petrol,1.8,0,1,1,1,0,0,Other,8,372.22222222222223,37222.22222222222,7-10,50-100k
peugeot,3008,Peugeot 3008,118000.0,2020,1,130.0,0,diesel,1.5,0,1,1,0,1,1,Other,5,907.6923076923077,78666.66666666667,4-6,100-200k
ford,tourneo connect,Ford Tourneo Connect long,20000.0,2006,3,90.0,0,diesel,1.8,1,0,0,0,0,0,Other,19,222.22222222222223,11111.111111111111,15+,0-50k
chevrolet,captiva,Chevrolet Captiva,9500.0,2012,3,264.0,1,electric,3.0,1,1,0,0,0,0,Budget,13,35.984848484848484,3166.6666666666665,11-15,0-50k
chevrolet,malibu,Chevrolet Malibu,37000.0,2014,3,259.0,0,electric,2.0,1,1,1,0,0,0,Budget,11,142.85714285714286,18500.0,11-15,0-50k
nissan,qashqai,Nissan Qashqai,23000.0,2008,5,140.0,0,petrol,2.0,1,1,0,0,0,0,Budget,17,164.28571428571428,11500.0,15+,0-50k
skoda,superb,Skoda Superb (2019 onwards),5000.0,2021,1,190.0,0,petrol,2.0,0,1,1,0,1,1,Budget,4,26.31578947368421,2500.0,4-6,0-50k
skoda,octavia,Skoda Octavia,57000.0,2017,3,180.0,0,petrol,1.8,1,1,0,1,0,0,Budget,8,316.6666666666667,31666.666666666664,7-10,50-100k
hyundai,ioniq,Hyundai Ioniq,68000.0,2018,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,Budget,7,482.2695035460993,42500.0,7-10,50-100k
toyota,corolla,Toyota Corolla,23000.0,2009,3,124.0,0,petrol,1.6,0,0,0,0,0,0,Budget,16,185.48387096774192,14375.0,15+,0-50k
